Check SMILES for genmols_S1_init.csv:

RNN_0000260, CCOCC(=O)NC(C)(C)CO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0212008, COCC12CNCC1CC2C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0212023, CCOC(O)=CN(C)CC, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0212029, COc1cc(C(=O)NCC(F)(F)F)ccc1Nc1nc2cc(-c3ccc(NC(=O)C(C)c4ccc(F)cc4)cc3)cnc2n1C1CCN(Cc2ccc(F)cc2F)CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0212091, NC1CCCc2ccccc21, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0212155, CC12CCN(C)C1Cc1ccccc12, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0212521, O=CN1CCC(CN2CCCO2)CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0212611, NCC(CO)c1ccccc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0212633, CCC1(CC)CN=C(N)N1CC=C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0212641, CCC1OC(O)C(O)C1O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0212929, COCC12CNC1Cc1ccccc12, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0213084, CN1CCN(CCCO)C(CO)C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0213163, CNCc1cccc2ccccc12, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0213246, C=CC(Br)Br, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0213256, FC(F)(F)c1nc(-c2cc(-c3cn4nc(-c5ccc(C(F)(F)F)cc5)ccc4c3)cn2C2CC2)ccc1Nc1cc2ccc(-c3ccc(N4CCCCC4)cc3)cn2n1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0213260, COc1cc(CN(C)C(=O)c2ccc(-c3ccc(NC(=O)C(c4ccccc4)NCc4ccc(F)cc4)cc3)cc2)ccc1C(=O)NCc1cc(OC)c(OC)c(OC)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0213289, c1nc(N2CCCC2)c2cc[nH]c2n1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0213345, Cn1ncc2c1CCCC(O)(CO)C2, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0213657, CCC1(O)CC(O)C(O)C1CO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0213719, CCC(N)c1ccccc1F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0213798, CC(c1ccccc1)N1CCn2cc(-c3nc(Nc4ccc(N5CCC(O)(C(=O)N6CCN(C)CC6)CC5)cc4OCC(F)(F)F)nc(NCC(F)(F)F)c3CO)nc2N1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0213827, N#Cc1cccc(C(F)(F)F)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0213970, c1ccc2c(c1)CCc1c[nH]nc1-2, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0214124, CCOc1cc(F)cc(F)c1C#N, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0214148, COc1cc(N)c2ncccc2c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0214190, O=C(NCCO)C1CCCCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0214206, NCC1(c2ccccn2)CCCCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0214226, COc1cc(C(=O)NCCO)ccc1Nc1cc2cc(-c3ccc(NC(=O)C(C)c4ccc(F)cc4)cc3)cn2c(-c2ccc(C(=O)NCc3ccc(F)cc3)cc2)c1C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0214262, CCOCC1CN(C)CC1N, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0214279, COc1cc(N)ccc1C(C)(C)O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0214289, CCCCCCC(C)(C)C(N)=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0214437, C#CCNc1cccc(CC)c1C#N, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0214516, CCCNC(C)CC(C)C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0214538, O=C(COc1ccc(-c2cnn(Cc3ccncc3)c2)cc1)Nc1ccc(-c2ccc3nc(Nc4ccc(C(=O)NCC(F)(F)F)cc4OCC(F)(F)F)nn3c2)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0214581, CCCC(N)(CO)CO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0214711, CCC(OC)C(=O)NC1CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0214727, COc1cc(S(C)(=O)=O)c(Br)cc1NC(=O)c1ccn(-c2nc(Nc3ccc(N4CCC(C(=O)N5CCN(C)CC5)CC4)cc3OC)nc3[nH]ccc23)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0215115, CCON=CC(C)(C)CO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0215178, C=C(COC)Cc1ccc(C)nc1C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0215255, COc1cc(-c2nncn2C)ccc1Nc1cc2cc(-c3ccc(NC(=O)C(NC(=O)Cc4cc(F)ccc4F)C4CCCC4)nc(Cl)c3cc2NCCC(F)(F)F)nc1C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0215293, NCCC(N)C(=O)NCCN, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0215383, C=C(CO)C1CCC(C)(C)NC1=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0215425, CN1CCC(C(=O)NO)C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0215437, COc1cc(CNCCC(O)CNc2ccc(-c3n[nH]c4ccc(C(=O)NCC5(C)COC5)cc34)cc2)ccc1COc1ccc(-c2ccc3nc(N)nc(N)c3c2)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0215453, CCOc1cc(C(=O)N2CCN(S(=O)(=O)c3ccc(NC(C)=O)cc3)CC2)ccc1COc1cc(C)c(F)cc1Nc1nc(OC2CCC(C)(O)CC2)c2cc[nH]c2n1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0215481, CC(C#N)Nc1ccccc1F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0215546, O=C(NO)c1ccc(=O)[nH]c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0215568, C1=C(c2cncnc2)CC12CCOC2, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0215615, CC(C)NS(C)(=O)=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0216089, CSC1OC(CO)C(O)C1O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0216177, O=C(Cc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ncccc3c2)c1)Nc1cccc(-c2n[nH]c3ccc(NC(=O)C(c4ccccc4)N4CCN(c5ccccc5)CC4)cc23)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0216230, NCC(CC(F)(F)F)C(N)=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0216302, COc1cc(-c2cnn(C)c2C)ccc1Nc1cc2cc(-c3ccc4c(C(=O)NC(C)(C)C)c(C)cc4cn3)cn2nc(-c2ccccn2)n1-c1cc(Cl)ccc1OC, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0216331, CNC1CCc2ccccc2C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0216512, Cc1cccc(C)c1N=C(N)N, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0216620, CN1CCC2(OCCCO2)CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0216793, CCOCC(=O)NC1CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0216840, N#CCCN(N)CC(F)(F)F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0216848, O=C(NCC1(N(C=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(F)(F)C1)c1ccc(-c2ccc3nc(Nc4ccc(C(=O)N5CC(F)C5)cc4F)nn3c2)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0216858, C=C(N)C1Cc2cccc3cccc1c23, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0216891, O=C(NO)C1Cc2ccccc2C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0216915, c1ncn(CCCN2CCOCC2)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0217109, C=CCONC(C)(C)CO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0217158, C=Cc1ccc2nnnn2c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0217175, CN1CCC(NCCO)CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0217224, CNC1CCc2ncsc2C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0217256, CN(C)CCNc1cc(-c2ccc(NC(=O)Cc3ccccc3)cc2)ccc1Cc1ccc(Nc2nc3ccc(-c4ccc(C(=O)NCc5ccc(F)cc5)cc4)cn3n2)c(OCC(F)(F)F)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0217319, c1ncn(CCN2CCOCC2)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0217356, CCCN1CC2CCCC1C2, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0217389, NCCCC(N)CN1CCCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0217399, Nc1cccc2c1CCNCC2, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0217503, CCc1cccc(NC(N)=O)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0217715, CCNCCCCNCC, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0217745, N#Cc1ncc(-c2ccc3cn[nH]c3c2)cc1Nc1cc2cc(-c3ccc(C(=O)NCc4ccc(F)cc4)cc3)cn2c(-c2ccc(C(=O)NCC3CCCCC3)cc2)c1CO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0217863, c1ncn(CCC2CCCO2)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0217883, CC(C(=O)NNC(=O)c1ccc(Nc2nc3ccc(-c4ccc(NC(=O)Cc5ccc(F)cc5)cc4)cn3n2)c(OCC(F)(F)F)c1)c1ccccc1OC(F)(F)F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0218149, O=C(NCCN1CCN(S(=O)(=O)c2ccc(-c3ccc4nc(Nc5ccc(F)cc5F)nn4c3)cc2)CC1)c1ccc2[nH]nc(-c3ccc(C(=O)NC4CC4)cc3)c2c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0218167, CN(C)c1ncnc2[nH]ccc12, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0218185, CC1CCCC(C2C=CC(C)(C)C2)C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0218254, N#Cc1nc(-c2ccoc2)cn1C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0218287, COc1ccccc1CCNC(C)=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0218290, O=CN1CCSC1=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0218302, CCNc1ncnc2[nH]ccc12, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0218356, CNCC1(O)CCOC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0218366, CCN(CC)CCCN(C)C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0218443, Cn1cc(Br)cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0218475, CNC(C)C(=O)NC(C)C(N)=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0218565, CC(c1ccon1)N(C)C(N)=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0218620, CC1(C)COC(CC(N)=O)N1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0218646, O=CN(O)C(CC1CC1)C1CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0218662, NC(CS)Cc1ccc(F)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0218797, CNC(N)=NCCC(C)(C)O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0218806, CC(C(N)=O)N1CCC(N(C)C)C1=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0218832, CCc1cccc(CC(N)=O)c1O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0218927, CCc1cccc(CC(O)CCN)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0219034, CC(C)c1ccc(S(C)(=O)=O)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0219043, CNC(=O)c1ccc2c(c1)nnn2C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0219053, COCC1(CO)CC(CC)=NO1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0219065, CNC(=N)c1ccc2[nH]ccc2c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0219096, CCC1(CC)OC(N)=NC1=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0219228, COC1CC2=C(CC1=O)C(=O)NC2=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0219245, CC(=O)C1=CCCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0219329, CC(C)n1ncc2cnc-2cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0219431, C=CCN(C)c1nc(C#N)cnc1C#N, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0219541, COC1(C)CCC(O)(CO)CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0219734, CCC1(CC)CN=NC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0219855, COP1(=S)NCC(C)(O)C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0219991, COc1cc(-c2cnn(CCNC(=O)c3ccc(N4CCOCC4)c4[nH]ccc34)c2)ccc1Cc1cc(Cl)ccc1Nc1cc2nc(-c3cnn(CC(F)(F)F)c3)ccc2cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0220036, CN(C)CC(O)Cc1ccccc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0220237, O=C(Cc1ccc(Br)cc1)Nc1ccc(-c2ccc3nc(Nc4ccc(C(=O)NCCN(CC(F)F)CC(F)(F)F)cc4OCC(F)(F)F)nn3c2)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0220298, CC(c1ccccc1)N1CCOCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0220464, CCN1CCOC(O)(C(F)(F)F)C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0220581, CCC(O)C(C)(O)c1ccccn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0220593, CC(c1cc(NC(CC(=O)NCc2ccc(F)cc2)C(F)(F)F)ccc1Nc1cc2ccc(-c3cc(C(=O)NCc4ccc(F)cc4)nn3C)cc2n1C1CC1)c1ccccc1O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0220639, COc1cc(O)c(C(C)(C)O)cc1C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0220864, CCc1ccc(C2CC=CC=C2)nc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0220882, COc1nc(C)ccc1CC(C)(C)O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0220890, COCC(=O)N(C)CCN(C)C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0220995, CN1CC(O)C(O)(C2CC2)C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0221052, CCOc1cc(S(C)(=O)=O)ccc1Nc1nc2cc(-c3ccc(NC(=O)C(C)c4ccc(F)cc4)cc3)cn2c(-c2ccccc2)c1-c1ccc(C(=O)N(C)C)cc1OC, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0221134, CC(O)c1ccc2ccccc2n1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0221140, COCCn1c(C)cc(CO)cc1=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0221152, Cn1cc(-c2cc(F)ccc2N)nn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0221234, COCc1cc(N)nc(C)c1Cl, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0221424, CCCCSCC1CC1(C)CN, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0221523, COCCC1(C(N)=O)CCOCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0221602, CC(C(=O)Nc1ccc(-c2ccc3nc(Nc4ccc(C(=O)N5CC(F)C5)cc4OCC(F)(F)F)nn3c2)cc1)c1ccc(C(=O)NC(CC(F)(F)F)C(=O)NCc2ccccc2)cc1O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0221612, C=CC(=O)NC(C)(C)CO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0221661, CC(O)c1cncn1C1CCCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0221674, CC(C(=O)NCc1ccc(Nc2nc3ccc(-c4ccc(NC(=O)Cc5ccc(F)cc5)cc4)cn3n2)c(OCC(F)(F)F)c1)C(O)(C(=O)NC1CC1)c1ccccn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0221692, CC(C(=O)Nc1ccc(-c2ccc3nc(Nc4ccc([S+](C)[O-])cc4OCC(F)(F)F)nn3c2)cc1)OCCOc1ccc(C(=O)NC(C)c2ccccc2)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0221693, Cc1c(C(=O)NC(C)(C)C)cnn1C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0221699, CCN=C(N)NCCCN(C)C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0221718, Cc1nc2ccccc2n(C)c1=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0221725, CCCCc1cn(C(C)OC)nc1C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0221763, NC(CO)Cc1ccc(C(N)=O)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0221768, CCS(=N)(=O)C(C)(C)CO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0221842, CCOC(O)=CC1=C(O)OC1=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0221862, FC(F)(F)c1cc(CC(CC(F)(F)F)NCCc2ccc(CN3CCOCC3)c(Cl)c2)ccc1CCc1cc2cc(-c3cnn(CC(F)(F)F)c3)ccc2cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0221990, Fc1ccc(C2=NCC(Cl)C2)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0222061, CCc1cccc(CC)c1N1CCn2cc(-c3nc(Nc4ccc(N5CCN(CC(=O)N(C)C)CC5)cn4)nc(Nc4ccc(N5CCN(CC)CC5)cc4OC)c3C)cc2C1=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0222255, COC(CC(C)C)C(N)CO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0222418, O=CN(O)CC1CCS(=O)(=O)C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0222462, N#Cc1cccc(C2CCCCC2)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0222557, CCNC(S)=NN=Cc1ccoc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0222625, CS(=O)(=O)CCN(C(=O)c1ccc(Nc2nc3ccc(-c4ccc(NC(=O)Cc5ccc(F)cc5)cc4)cn3n2)c(OCC(F)(F)F)c1)C(CCF)C(F)(F)F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0222637, O=C(NO)C1CC(NS(=O)(=O)c2ccc(C(F)(F)F)cc2)CN1CC(O)COc1cc(C(F)(F)F)ccc1Nc1nc2ccc(-c3ccc(C(=O)NCc4ccc(F)cc4)cc3)cn2n1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0222663, N=C(CC(F)(F)F)NCCC1CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0222724, CCOc1cc(C(=O)N(CC)CCOc2ccc(C(=O)NC)c3ccccc23)ccc1CCc1ccc(-c2ccc3nc(Nc4ccc(C(=O)NCC(F)(F)F)cc4OC)nc3cc2OC)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0222745, CCC(Nc1nc(Nc2ccc(N3CCS(=O)(=O)CC3)cc2OC)ncc1Nc1nc(OC2CCOC(C)(C)C2)c(OC)cc1C(C)(C)O)c1ccc(F)cc1F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0222805, O=C(NC1CC1)c1ccc(-c2cnn3c(NCC4CC(CO)OC4)nc(Cl)cc23)cc1Nc1nc(-c2cccc(CC(F)(F)F)c2)cn2c(-c3ccc(C(=O)NC4CC4)cc3)cnc12, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0222841, CCc1ccccc1CC(C)(N)CN, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0223090, CC(C)(C)c1cc(NC(=O)c2ccc(-c3ccc4nc(Nc5ccc(S(C)(=O)=O)cc5Cl)nc(Nc5ccc(F)cc5)c4c3CO)cc2)ccc1C(=O)NC1CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0223248, C#CC1CC(N)C(OC)C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0223252, COCC1(NC(C)=O)CCCCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0223344, COc1ccc2cc(C(N)=O)cn2c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0223353, Cc1cc(C(=O)N2CCC2)cnc1C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0223361, CCOc1ncccc1C(C)C(N)=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0223454, CCC(O)(C)C(F)F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0223491, CCc1cccc(CC)c1NC(=O)c1cc(-c2nc(Nc3ccc(N4CCN(CC(=O)N(CCN(CC)CC)CC4)CC(C)(C)O)cc3OC)nc3[nH]ccc23)n(C)n1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0223515, COc1cc(C(=NNC(N)=O)c2cc(F)c(-c3ccc(OC4CC4)cc3OC)cc2)ccc1Nc1nc2ccc(-c3ccc(C(=O)NCc4ccc(F)cc4)c(OC)c3)cn2n1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0223519, CC(CC1CC1)C1CC1(Cl)Cl, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0223573, CCCCC(NCC)C(=O)NC1CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0223581, CC(C)CCNC(=O)c1cc(-c2nc(Nc3ccc(N4CCC(O)(CN5CCN(C)CC5)CC4)cc3OCC(F)(F)F)nc(N3CCOCC3)n2)ccc1CC(F)(F)F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0223664, C#Cc1ccc(Br)cc1N, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0223963, CC(=O)Nc1cccc(C(N)=O)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0223986, CSCC1(O)CCCNC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
